project_name,gen_tech,load_zone,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,balancing_area
telefonos_de_mexico_carrasco,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.80,,0.80,,,780.00,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_vallejo,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,2.00,,2.00,,,781.00,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_sadecvbosqueslago,internal_combustion_diesel,00-autoabasto,9.50,0.00,,,7.40,0.70,,0.70,,,782.00,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_centro_t_puebla,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,2.00,,2.00,,,783.00,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_culhuacan,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,2.20,,2.20,,,784.00,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_satelite,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.60,,0.60,,,785.00,operational,d_naciona,diesel,00-autoabasto_local
telefonos_de_mexico_zaragoza,internal_combustion_diesel,00-autoabasto,16.30,0.00,,,7.40,1.10,,1.10,,,786.00,operational,d_naciona,diesel,00-autoabasto_local
telefonos_del_noroeste_arbol_iii,internal_combustion_diesel,00-autoabasto,12.70,0.00,,,7.40,1.40,,1.40,,,787.00,operational,d_bcn,diesel,00-autoabasto_local
telefonos_del_noroeste_lomas,internal_combustion_diesel,00-autoabasto,15.40,0.00,,,7.40,0.70,,0.70,,,788.00,operational,d_bcn,diesel,00-autoabasto_local
telefonos_del_noroeste_principal,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.60,,0.60,,,789.00,operational,d_bcn,diesel,00-autoabasto_local
tereftalatos_mexicanos,thermal_fuel_oil,00-autoabasto,11.80,0.00,,,7.10,19.70,,19.70,,,790.00,operational,c_n_tula,fuel_oil,00-autoabasto_local
termoelectrica_de_mexicali,combined_cycle_natural_gas,00-autoabasto,6.80,0.00,,,7.70,661.40,,661.40,,,791.00,operational,zzon_noro,natural_gas,00-autoabasto_local
ternium_mexico_planta_apm,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,4.10,,4.10,,,792.00,operational,d_naciona,diesel,00-autoabasto_local
ternium_mexico_planta_monter,gas_turbine_natural_gas,00-autoabasto,14.90,0.00,,,5.50,48.80,,48.80,,,793.00,operational,g_ahnrr,natural_gas,00-autoabasto_local
ternium_mexico_planta_puebla,thermal_natural_gas,00-autoabasto,9.60,0.00,,,7.10,5.30,,5.30,,,794.00,operational,g_slorp,natural_gas,00-autoabasto_local
tesoros_inmobiliarios,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,1.10,,1.10,,,795.00,operational,d_naciona,diesel,00-autoabasto_local
the_royal_cancun,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,1.80,,1.80,,,796.00,operational,d_penins,diesel,00-autoabasto_local
tiendas_soriana,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.60,,0.60,,,797.00,operational,d_bcn,diesel,00-autoabasto_local
vidrio_formas,internal_combustion_diesel,00-autoabasto,9.50,0.00,,,7.40,2.30,,2.30,,,798.00,operational,d_naciona,diesel,00-autoabasto_local
vidrio_plano_de_mexico,gas_turbine_diesel,00-autoabasto,9.60,0.00,,,5.50,11.30,,11.30,,,799.00,operational,d_naciona,diesel,00-autoabasto_local
vitracoat_pinturas_en_polvo,internal_combustion_diesel,00-autoabasto,16.10,0.00,,,7.40,1.10,,1.10,,,800.00,operational,d_naciona,diesel,00-autoabasto_local
wabash_technologies_de_mexico,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,1.00,,1.00,,,801.00,operational,d_bcn,diesel,00-autoabasto_local
yoggo_de_mexico,internal_combustion_diesel,00-autoabasto,10.30,0.00,,,7.40,0.90,,0.90,,,802.00,operational,d_naciona,diesel,00-autoabasto_local
cbio_aut_01,bioenergy_natural_gas,06-noreste,10.30,0.00,,,7.40,1.80,A_partir_de_2019,1.80,,,803.00,optimization,g_ahnrr,natural_gas,16-monterrey
cbio_aut_02,bioenergy_natural_gas,06-noreste,10.30,0.00,,,7.40,2.80,A_partir_de_2019,2.80,,,804.00,optimization,g_ahnrr,natural_gas,16-monterrey
cbio_aut_03,bioenergy_natural_gas,03-occidental,10.30,0.00,,,7.40,2.60,A_partir_de_2019,2.60,,,805.00,optimization,g_sauzqro,natural_gas,24-aguascalientes
cbio_aut_04,bioenergy_natural_gas,04-noroeste,10.30,0.00,,,7.40,1.30,A_partir_de_2019,1.30,,,806.00,optimization,zzon_noro,natural_gas,04-los_mochis
cbio_aut_05,bioenergy_natural_gas,08-baja_california,10.30,0.00,,,7.40,3.80,A_partir_de_2019,3.80,,,807.00,optimization,g_i_noro,natural_gas,46-tijuana
cbio_aut_06,bioenergy_natural_gas,05-norte,10.30,0.00,,,7.40,1.80,A_partir_de_2019,1.80,,,808.00,optimization,zzon_nort,natural_gas,11-laguna
cbio_aut_07,bioenergy_natural_gas,05-norte,10.30,0.00,,,7.40,1.20,A_partir_de_2019,1.20,,,809.00,optimization,zzon_nort,natural_gas,07-juarez
cbio_aut_o8,bioenergy_natural_gas,01-central,10.30,0.00,,,7.40,1.00,A_partir_de_2019,1.00,,,810.00,optimization,g_slorp,natural_gas,31-central
cbio_aut_09,bioenergy_natural_gas,01-central,9.60,0.00,,,7.10,28.10,A_partir_de_2019,28.10,,,811.00,optimization,g_slorp,natural_gas,31-central
cbio_aut_10,bioenergy_natural_gas,05-norte,10.30,0.00,,,7.40,2.90,A_partir_de_2019,2.90,,,812.00,optimization,zzon_nort,natural_gas,07-juarez
cbio_gen_01,bioenergy_diesel,02-oriental,9.60,0.00,,,7.10,46.90,A_partir_de_2019,46.90,,,813.00,optimization,d_naciona,diesel,36-temascal
cbio_gco_01,bioenergy_natural_gas,03-occidental,10.30,0.00,,,7.40,11.50,A_partir_de_2019,11.50,,,814.00,generic_project,g_petsal,natural_gas,22-tepic
cbio_gco_02,bioenergy_natural_gas,06-noreste,10.30,0.00,,,7.40,0.80,A_partir_de_2019,0.80,,,815.00,generic_project,g_ahnrr,natural_gas,12-rio_escondido
cbio_gco_03,bioenergy_natural_gas,01-central,8.00,0.00,,,7.40,48.20,A_partir_de_2019,48.20,,,816.00,generic_project,g_central,natural_gas,31-central
cbio_gco_04,bioenergy_natural_gas,02-oriental,10.30,0.00,,,7.40,3.70,A_partir_de_2019,3.70,,,817.00,generic_project,g_2boca,natural_gas,32-poza_rica
cbio_otr_01,bioenergy_natural_gas,01-central,7.20,0.00,,,7.70,52.30,A_partir_de_2019,52.30,,,818.00,optimization,g_central,natural_gas,31-central
cbio_pp_04,bioenergy_natural_gas,07-peninsular,9.60,0.00,,,7.10,0.70,2016.00,0.70,,,819.00,firm_project,g_penin,natural_gas,42-merida
cbio_pp_06,bioenergy_natural_gas,03-occidental,10.30,0.00,,,7.40,1.50,A_partir_de_2019,1.50,,,820.00,optimization,g_sauzqro,natural_gas,26-salamanca
cbio_pp_07,bioenergy_natural_gas,01-central,10.30,0.00,,,7.40,1.50,A_partir_de_2019,1.50,,,821.00,optimization,g_central,natural_gas,31-central
cbio_pp_05,bioenergy_natural_gas,01-central,9.60,0.00,,,7.10,28.10,A_partir_de_2019,28.10,,,822.00,optimization,g_slorp,natural_gas,31-central
cbio_pp_08,bioenergy_natural_gas,03-occidental,10.30,0.00,,,7.40,0.90,A_partir_de_2019,0.90,,,823.00,optimization,g_sauzqro,natural_gas,25-san_luis_potosi
cbio_pp_09,bioenergy_natural_gas,03-occidental,10.30,0.00,,,7.40,0.10,A_partir_de_2019,0.10,,,824.00,optimization,g_sauzqro,natural_gas,25-san_luis_potosi
cbio_pp_10,bioenergy_natural_gas,01-central,10.30,0.00,,,7.40,0.90,A_partir_de_2019,0.90,,,825.00,optimization,g_central,natural_gas,31-central
cbio_pp_11,bioenergy_natural_gas,07-peninsular,10.30,0.00,,,7.40,0.60,A_partir_de_2019,0.60,,,826.00,optimization,g_penin,natural_gas,43-cancun
cbio_pp_01,bioenergy_natural_gas,05-norte,9.60,0.00,,,5.50,29.30,A_partir_de_2019,29.30,,,827.00,optimization,zzon_nort,natural_gas,11-laguna
ccar_cfe_01,carboelectric_coal,06-noreste,8.60,0.00,,,6.40,114.80,2019.00,114.80,,,828.00,rehabilitation_modernization,ca_rioes,coal,12-rio_escondido
ccar_gco_01,carboelectric_coal,03-occidental,8.60,0.00,,,6.40,669.90,A_partir_de_2019,669.90,,,829.00,generic_project,ca_i_peta,coal,29-lazaro_cardenas
ccar_gco_02,carboelectric_coal,03-occidental,8.60,0.00,,,6.40,1339.80,A_partir_de_2019,1339.80,,,830.00,generic_project,ca_i_peta,coal,29-lazaro_cardenas
ccar_gco_03,carboelectric_coal,06-noreste,8.60,0.00,,,6.40,669.90,A_partir_de_2019,669.90,,,831.00,generic_project,ca_rioes,coal,12-rio_escondido
ccar_gco_04,carboelectric_coal,06-noreste,8.60,0.00,,,6.40,669.90,A_partir_de_2019,669.90,,,832.00,generic_project,ca_rioes,coal,12-rio_escondido
ccc_aut_05,combined_cycle_natural_gas,06-noreste,6.90,0.00,,,7.70,350.60,2016.00,350.60,,,833.00,firm_project,gn_altam,natural_gas,21-guemez
ccc_aut_06,combined_cycle_natural_gas,06-noreste,6.90,0.00,,,7.70,295.10,2016.00,295.10,,,834.00,firm_project,g_ahnrr,natural_gas,16-monterrey
ccc_aut_07,combined_cycle_natural_gas,06-noreste,6.50,0.00,,,7.70,920.50,2016.00,920.50,,,835.00,firm_project,g_ahnrr,natural_gas,16-monterrey
ccc_aut_08,combined_cycle_natural_gas,06-noreste,6.90,0.00,,,7.70,331.20,A_partir_de_2019,331.20,,,836.00,optimization,g_ahnrr,natural_gas,13-nuevo_laredo
ccc_aut_09,combined_cycle_natural_gas,08-baja_california,7.20,0.00,,,7.70,77.50,A_partir_de_2019,77.50,,,837.00,optimization,g_i_noro,natural_gas,48-mexicali
ccc_aut_10,combined_cycle_natural_gas,06-noreste,7.20,0.00,,,7.70,141.50,A_partir_de_2019,141.50,,,838.00,optimization,g_ahnrr,natural_gas,16-monterrey
ccc_aut_11,combined_cycle_natural_gas,06-noreste,7.20,0.00,,,7.70,58.10,A_partir_de_2019,58.10,,,839.00,optimization,gn_altam,natural_gas,19-huasteca
ccc_aut_12,combined_cycle_natural_gas,06-noreste,7.20,0.00,,,7.70,77.50,A_partir_de_2019,77.50,,,840.00,optimization,gn_altam,natural_gas,19-huasteca
ccc_aut_13,combined_cycle_natural_gas,08-baja_california,7.20,0.00,,,7.70,126.20,A_partir_de_2019,126.20,,,841.00,optimization,g_i_noro,natural_gas,48-mexicali
ccc_cfe_01,combined_cycle_natural_gas,04-noroeste,7.30,0.00,,,7.70,394.10,2016.00,394.10,,,842.00,firm_project,zzon_noro,natural_gas,02-cananea
ccc_cfe_12,combined_cycle_natural_gas,08-baja_california,6.90,0.00,,,7.70,314.30,2019.00,314.30,,,843.00,firm_project,g_i_noro,natural_gas,49-san_luis_rio_colorado
ccc_cfe_02,combined_cycle_natural_gas,01-central,6.90,0.00,,,7.70,642.30,2017.00,642.30,,,844.00,firm_project,g,natural_gas,31-central
ccc_cfe_04,combined_cycle_natural_gas,04-noroeste,6.40,0.00,,,7.70,770.20,2017.00,770.20,,,845.00,firm_project,zzon_noro,natural_gas,03-obregon
ccc_cfe_07,combined_cycle_natural_gas,04-noroeste,6.30,0.00,,,7.70,791.20,2018.00,791.20,,,846.00,firm_project,zzon_noro,natural_gas,03-obregon
ccc_cfe_19,combined_cycle_natural_gas,03-occidental,6.60,0.00,,,7.70,835.80,2019.00,835.80,,,847.00,firm_project,g_sauzqro,natural_gas,23-guadalajara
ccc_cfe_09,combined_cycle_natural_gas,09-baja_california_sur-la_paz,7.20,0.00,,,7.70,109.40,2018.00,109.40,,,848.00,firm_project,g_i_noro,natural_gas,51-la_paz
ccc_cfe_14,combined_cycle_natural_gas,05-norte,6.50,0.00,,,7.70,910.90,2019.00,910.90,,,849.00,firm_project,zzon_nort,natural_gas,11-laguna
ccc_cfe_20,combined_cycle_natural_gas,04-noroeste,6.60,0.00,,,7.70,774.00,2020.00,774.00,,,850.00,firm_project,zzon_noro,natural_gas,06-mazatlan
ccc_cfe_17,combined_cycle_natural_gas,07-peninsular,6.90,0.00,,,7.70,493.40,2020.00,493.40,,,851.00,firm_project,g_penin,natural_gas,42-merida
ccc_cfe_21,combined_cycle_natural_gas,03-occidental,6.60,0.00,,,7.70,697.10,2020.00,697.10,,,852.00,firm_project,g_sauzqro,natural_gas,26-salamanca
ccc_cfe_10,combined_cycle_natural_gas,03-occidental,6.60,0.00,,,7.70,789.50,2019.00,789.50,,,853.00,firm_project,g_sauzqro,natural_gas,25-san_luis_potosi
ccc_cfe_05,combined_cycle_natural_gas,01-central,6.10,0.00,,,7.70,615.20,2017.00,615.20,,,854.00,firm_project,g,natural_gas,31-central
ccc_cfe_25,combined_cycle_natural_gas,08-baja_california,6.90,0.00,,,7.70,507.90,A_partir_de_2019,507.90,,,855.00,optimization,g_i_noro,natural_gas,49-san_luis_rio_colorado
ccc_cfe_26,combined_cycle_natural_gas,08-baja_california,6.90,0.00,,,7.70,507.90,A_partir_de_2019,507.90,,,856.00,optimization,g_i_noro,natural_gas,48-mexicali
ccc_cfe_27,combined_cycle_natural_gas,08-baja_california,6.90,0.00,,,7.70,549.80,A_partir_de_2019,549.80,,,857.00,optimization,g_i_jovibn,natural_gas,47-ensenada
ccc_cfe_28,combined_cycle_natural_gas,09-baja_california_sur-la_paz,7.20,0.00,,,7.70,132.80,A_partir_de_2019,132.80,,,858.00,optimization,g_i_noro,natural_gas,50-villa_constitucion
ccc_cfe_29,combined_cycle_natural_gas,01-central,6.50,0.00,,,7.70,1127.10,A_partir_de_2019,1127.10,,,859.00,optimization,g_slorp,natural_gas,31-central
ccc_cfe_23,combined_cycle_natural_gas,01-central,6.50,0.00,,,7.70,1127.10,A_partir_de_2019,1127.10,,,860.00,optimization,g_slorp,natural_gas,31-central
ccc_cfe_18,combined_cycle_natural_gas,01-central,6.60,0.00,,,7.70,611.50,A_partir_de_2019,611.50,,,861.00,optimization,g,natural_gas,31-central
ccc_cfe_30,combined_cycle_natural_gas,05-norte,6.50,0.00,,,7.70,929.30,A_partir_de_2019,929.30,,,862.00,optimization,zzon_nort,natural_gas,09-chihuahua
ccc_cfe_13,combined_cycle_natural_gas,09-baja_california_sur-la_paz,7.20,0.00,,,7.70,113.40,A_partir_de_2019,113.40,,,863.00,optimization,g_i_noro,natural_gas,51-la_paz
ccc_cfe_31,combined_cycle_natural_gas,06-noreste,6.50,0.00,,,7.70,1055.40,A_partir_de_2019,1055.40,,,864.00,optimization,g_ahnrr,natural_gas,16-monterrey
ccc_cfe_32,combined_cycle_natural_gas,05-norte,6.50,0.00,,,7.70,939.00,A_partir_de_2019,939.00,,,865.00,optimization,zzon_nort,natural_gas,09-chihuahua
ccc_cfe_11,combined_cycle_natural_gas,09-baja_california_sur-la_paz,7.20,0.00,,,7.70,61.10,A_partir_de_2019,61.10,,,866.00,optimization,g_i_noro,natural_gas,51-la_paz
ccc_cfe_33,combined_cycle_natural_gas,09-baja_california_sur-la_paz,7.20,0.00,,,7.70,119.20,A_partir_de_2019,119.20,,,867.00,optimization,g_i_noro,natural_gas,51-la_paz
ccc_cfe_24,combined_cycle_natural_gas,01-central,6.90,0.00,,,7.70,585.00,A_partir_de_2019,585.00,,,868.00,optimization,g,natural_gas,31-central
ccc_cfe_03,combined_cycle_natural_gas,02-oriental,6.90,0.00,,,7.70,236.20,2016.00,236.20,,,869.00,rehabilitation_modernization,g_tuxpoz,natural_gas,32-poza_rica
ccc_cfe_06,combined_cycle_natural_gas,01-central,7.30,0.00,,,7.70,550.00,2017.00,550.00,,,870.00,rehabilitation_modernization,g_slorp,natural_gas,31-central
ccc_cog_01,combined_cycle_natural_gas,02-oriental,7.20,0.00,,,7.70,139.50,A_partir_de_2019,139.50,,,871.00,optimization,gn_tuxp,natural_gas,37-coatzacoalcos
ccc_gen_01,combined_cycle_natural_gas,03-occidental,6.90,0.00,,,7.70,850.90,2019.00,850.90,,,872.00,firm_project,g_petsal,natural_gas,23-guadalajara
ccc_gen_02,combined_cycle_natural_gas,06-noreste,6.50,0.00,,,7.70,970.00,2019.00,970.00,,,873.00,firm_project,g_ahnrr,natural_gas,16-monterrey
ccc_gen_03,combined_cycle_natural_gas,06-noreste,6.50,0.00,,,7.70,982.60,2020.00,982.60,,,874.00,firm_project,gn_tamazu,natural_gas,20-tamazunchale
ccc_otr_01,combined_cycle_natural_gas,08-baja_california,7.20,0.00,,,7.70,8.70,2016.00,8.70,,,875.00,firm_project,g_i_noro,natural_gas,48-mexicali
ccc_otr_02,combined_cycle_natural_gas,04-noroeste,7.20,0.00,,,7.70,108.50,2017.00,108.50,,,876.00,firm_project,zzon_noro,natural_gas,03-obregon
ccc_otr_03,combined_cycle_natural_gas,06-noreste,6.60,0.00,,,7.70,437.00,2018.00,437.00,,,877.00,firm_project,gn_tamazu,natural_gas,20-tamazunchale
ccc_otr_04,combined_cycle_natural_gas,02-oriental,6.50,0.00,,,7.70,970.00,A_partir_de_2019,970.00,,,878.00,optimization,g_2boca,natural_gas,33-veracruz
ccc_otr_05,combined_cycle_natural_gas,04-noroeste,6.50,0.00,,,7.70,970.00,A_partir_de_2019,970.00,,,879.00,optimization,zzon_noro,natural_gas,06-mazatlan
ccc_otr_06,combined_cycle_natural_gas,04-noroeste,6.50,0.00,,,7.70,970.00,A_partir_de_2019,970.00,,,880.00,optimization,zzon_noro,natural_gas,04-los_mochis
ccc_otr_07,combined_cycle_natural_gas,04-noroeste,6.50,0.00,,,7.70,970.00,A_partir_de_2019,970.00,,,881.00,optimization,zzon_noro,natural_gas,04-los_mochis
ccc_otr_08,combined_cycle_natural_gas,03-occidental,6.50,0.00,,,7.70,1164.00,A_partir_de_2019,1164.00,,,882.00,optimization,g_sauzqro,natural_gas,26-salamanca
ccc_otr_09,combined_cycle_natural_gas,06-noreste,6.90,0.00,,,7.70,486.50,A_partir_de_2019,486.50,,,883.00,optimization,g_ahnrr,natural_gas,16-monterrey
ccc_otr_10,combined_cycle_natural_gas,05-norte,6.60,0.00,,,7.70,437.00,A_partir_de_2019,437.00,,,884.00,optimization,zzon_nort,natural_gas,09-chihuahua
ccc_01,combined_cycle_natural_gas,08-baja_california,6.50,0.00,,,7.70,294.00,2016.00,294.00,,,885.00,firm_project,g_i_jovibn,natural_gas,47-ensenada
ccc_03,combined_cycle_natural_gas,06-noreste,6.20,0.00,,,7.70,857.20,2018.00,857.20,,,886.00,firm_project,g_ahnrr,natural_gas,16-monterrey
ccc_06,combined_cycle_natural_gas,04-noroeste,6.60,0.00,,,7.70,778.00,2019.00,778.00,,,887.00,firm_project,zzon_noro,natural_gas,04-los_mochis
ccc_02,combined_cycle_natural_gas,05-norte,6.40,0.00,,,7.70,906.70,2017.00,906.70,,,888.00,firm_project,zzon_nort,natural_gas,07-juarez
ccc_04,combined_cycle_natural_gas,04-noroeste,6.90,0.00,,,7.70,665.90,2019.00,665.90,,,889.00,firm_project,zzon_noro,natural_gas,04-los_mochis
ccc_pp_01,combined_cycle_natural_gas,04-noroeste,7.20,0.00,,,7.70,29.00,2017.00,29.00,,,890.00,firm_project,zzon_noro,natural_gas,01-hermosillo
ccc_pp_02,combined_cycle_natural_gas,04-noroeste,7.20,0.00,,,7.70,29.00,A_partir_de_2019,29.00,,,891.00,optimization,zzon_noro,natural_gas,01-hermosillo
cce_cog_10,cogen_natural_gas,02-oriental,6.90,0.00,,,7.70,254.50,2017.00,254.50,,,892.00,firm_project,g_tuxpoz,natural_gas,38-tabasco
cce_cog_01,cogen_natural_gas,03-occidental,10.30,0.00,,,7.40,2.50,2016.00,2.50,,,893.00,firm_project,g_sauzqro,natural_gas,30-queretaro
cce_cog_02,cogen_natural_gas,02-oriental,7.20,0.00,,,7.70,164.70,2016.00,164.70,,,894.00,firm_project,g_slorp,natural_gas,37-coatzacoalcos
cce_cog_03,cogen_natural_gas,02-oriental,7.20,0.00,,,7.70,140.50,2016.00,140.50,,,895.00,firm_project,gn_tuxp,natural_gas,37-coatzacoalcos
cce_cog_04,cogen_natural_gas,06-noreste,7.20,0.00,,,7.70,58.20,2016.00,58.20,,,896.00,firm_project,g_ahnrr,natural_gas,17-saltillo
cce_cog_05,cogen_natural_gas,06-noreste,10.30,0.00,,,7.40,0.80,2016.00,0.80,,,897.00,firm_project,g_ahnrr,natural_gas,17-saltillo
cce_cog_06,cogen_natural_gas,01-central,9.60,0.00,,,5.50,40.80,2016.00,40.80,,,898.00,firm_project,g_slorp,natural_gas,31-central
cce_cog_12,cogen_natural_gas,06-noreste,6.70,0.00,,,7.70,368.60,2020.00,368.60,,,899.00,firm_project,g_ahnrr,natural_gas,16-monterrey
cce_cog_13,cogen_natural_gas,02-oriental,6.90,0.00,,,7.70,501.10,2020.00,501.10,,,900.00,firm_project,g_tuxpoz,natural_gas,36-temascal
cce_cog_14,cogen_natural_gas,01-central,6.90,0.00,,,7.70,620.80,2020.00,620.80,,,901.00,firm_project,g_central,natural_gas,31-central
cce_cog_08,cogen_natural_gas,02-oriental,9.60,0.00,,,5.50,62.40,2016.00,62.40,,,902.00,firm_project,gn_tuxp,natural_gas,37-coatzacoalcos
cce_cog_09,cogen_natural_gas,04-noroeste,7.20,0.00,,,7.70,29.10,2016.00,29.10,,,903.00,firm_project,zzon_noro,natural_gas,02-cananea
cce_cog_18,cogen_natural_gas,01-central,8.00,0.00,,,7.40,31.40,A_partir_de_2019,31.40,,,904.00,optimization,g_slorp,natural_gas,31-central
cce_cog_23,cogen_natural_gas,03-occidental,10.30,0.00,,,7.40,4.90,A_partir_de_2019,4.90,,,905.00,optimization,g_sauzqro,natural_gas,30-queretaro
cce_cog_24,cogen_natural_gas,03-occidental,11.80,0.00,,,5.50,69.20,A_partir_de_2019,69.20,,,906.00,optimization,g_petsal,natural_gas,23-guadalajara
cce_cog_25,cogen_natural_gas,03-occidental,10.30,0.00,,,7.40,1.60,A_partir_de_2019,1.60,,,907.00,optimization,g_sauzqro,natural_gas,26-salamanca
cce_cog_26,cogen_diesel,03-occidental,9.60,0.00,,,7.10,33.10,A_partir_de_2019,33.10,,,908.00,optimization,d_naciona,diesel,22-tepic
cce_cog_27,cogen_natural_gas,06-noreste,10.30,0.00,,,7.40,0.90,A_partir_de_2019,0.90,,,909.00,optimization,g_ahnrr,natural_gas,16-monterrey
cce_cog_28,cogen_natural_gas,06-noreste,10.30,0.00,,,7.40,0.90,A_partir_de_2019,0.90,,,910.00,optimization,g_ahnrr,natural_gas,16-monterrey
cce_cog_29,cogen_natural_gas,01-central,10.30,0.00,,,7.40,0.90,A_partir_de_2019,0.90,,,911.00,optimization,g_central,natural_gas,31-central
cce_cog_30,cogen_natural_gas,01-central,10.30,0.00,,,7.40,0.90,A_partir_de_2019,0.90,,,912.00,optimization,g_central,natural_gas,31-central
cce_cog_31,cogen_natural_gas,01-central,10.30,0.00,,,7.40,0.90,A_partir_de_2019,0.90,,,913.00,optimization,g_central,natural_gas,31-central
cce_cog_32,cogen_natural_gas,01-central,10.30,0.00,,,7.40,0.90,A_partir_de_2019,0.90,,,914.00,optimization,g_central,natural_gas,31-central
cce_cog_33,cogen_natural_gas,03-occidental,10.30,0.00,,,7.40,1.60,A_partir_de_2019,1.60,,,915.00,optimization,g_sauzqro,natural_gas,24-aguascalientes
cce_cog_34,cogen_natural_gas,05-norte,10.30,0.00,,,7.40,2.30,A_partir_de_2019,2.30,,,916.00,optimization,zzon_nort,natural_gas,11-laguna
cce_cog_19,cogen_natural_gas,06-noreste,6.90,0.00,,,7.70,729.80,A_partir_de_2019,729.80,,,917.00,optimization,gn_altam,natural_gas,19-huasteca
cce_cog_15,cogen_natural_gas,03-occidental,6.90,0.00,,,7.70,681.10,A_partir_de_2019,681.10,,,918.00,optimization,g_sauzqro,natural_gas,26-salamanca
cce_cog_35,cogen_natural_gas,01-central,10.30,0.00,,,7.40,18.60,A_partir_de_2019,18.60,,,919.00,optimization,g_central,natural_gas,31-central
cce_cog_16,cogen_natural_gas,07-peninsular,9.60,0.00,,,5.50,7.80,A_partir_de_2019,7.80,,,920.00,optimization,g_penin,natural_gas,42-merida
cce_cog_36,cogen_natural_gas,01-central,8.00,0.00,,,7.40,80.90,A_partir_de_2019,80.90,,,921.00,optimization,g_central,natural_gas,31-central
cce_cog_37,cogen_natural_gas,07-peninsular,10.30,0.00,,,7.40,12.00,A_partir_de_2019,12.00,,,922.00,optimization,g_penin,natural_gas,42-merida
cce_cog_38,cogen_diesel,02-oriental,9.60,0.00,,,7.10,42.20,A_partir_de_2019,42.20,,,923.00,optimization,d_naciona,diesel,33-veracruz
cce_cog_39,cogen_natural_gas,06-noreste,7.20,0.00,,,7.70,59.00,A_partir_de_2019,59.00,,,924.00,optimization,gn_altam,natural_gas,19-huasteca
cce_cog_40,cogen_natural_gas,03-occidental,7.20,0.00,,,7.70,59.60,A_partir_de_2019,59.60,,,925.00,optimization,g_sauzqro,natural_gas,30-queretaro
cce_cog_41,cogen_natural_gas,01-central,10.30,0.00,,,7.40,6.00,A_partir_de_2019,6.00,,,926.00,optimization,g_slorp,natural_gas,31-central
cce_cog_42,cogen_natural_gas,03-occidental,9.60,0.00,,,5.50,0.80,A_partir_de_2019,0.80,,,927.00,optimization,g_sauzqro,natural_gas,25-san_luis_potosi
cce_cog_21,cogen_diesel,03-occidental,9.60,0.00,,,7.10,26.20,A_partir_de_2019,26.20,,,928.00,optimization,d_naciona,diesel,27-manzanillo
cce_cog_43,cogen_diesel,02-oriental,9.60,0.00,,,7.10,26.20,A_partir_de_2019,26.20,,,929.00,optimization,d_naciona,diesel,32-poza_rica
cce_cog_44,cogen_natural_gas,02-oriental,10.30,0.00,,,7.40,8.00,A_partir_de_2019,8.00,,,930.00,optimization,gn_tuxp,natural_gas,36-temascal
cce_cog_45,cogen_natural_gas,02-oriental,10.60,0.00,,,5.50,197.80,A_partir_de_2019,197.80,,,931.00,optimization,gn_tuxp,natural_gas,32-poza_rica
cce_cog_46,cogen_fuel_oil,10-baja_california_sur-mulege,9.60,0.00,,,7.10,43.10,A_partir_de_2019,43.10,,,932.00,optimization,c_n_vizc,fuel_oil,53-mulege
cce_cog_47,cogen_natural_gas,03-occidental,10.30,0.00,,,7.40,1.80,A_partir_de_2019,1.80,,,933.00,optimization,g_sauzqro,natural_gas,23-guadalajara
cce_cog_11,cogen_natural_gas,08-baja_california,9.60,0.00,,,5.50,22.10,A_partir_de_2019,22.10,,,934.00,optimization,g_i_noro,natural_gas,48-mexicali
cce_cog_22,cogen_natural_gas,02-oriental,6.70,0.00,,,7.70,775.20,A_partir_de_2019,775.20,,,935.00,optimization,g_tuxpoz,natural_gas,38-tabasco
cce_cog_48,cogen_natural_gas,02-oriental,6.60,0.00,,,7.70,437.00,A_partir_de_2019,437.00,,,936.00,optimization,g_slorp,natural_gas,37-coatzacoalcos
cce_cog_20,cogen_natural_gas,02-oriental,6.70,0.00,,,7.70,349.20,A_partir_de_2019,349.20,,,937.00,optimization,gn_tuxp,natural_gas,37-coatzacoalcos
cce_cog_49,cogen_natural_gas,03-occidental,6.90,0.00,,,7.70,292.20,A_partir_de_2019,292.20,,,938.00,optimization,g_sauzqro,natural_gas,23-guadalajara
